"Ausgangsjahr","Gemeinde_BFS_Nr","Gemeindename","Stadtkreis_BFS_Nr","Stadtkreis_Name","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Haupttitel","Haupttitel","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2019,2,Affoltern,,,311.0,StGB,2,Total gegen das Vermögen,431,406,25,12229,35.2
2019,2,Affoltern,,,311.0,StGB,3,Total gegen die Freiheit,102,102,0,12229,8.3
2019,2,Affoltern,,,311.0,StGB,4,Total gegen sexuelle Integrität,17,17,0,12229,1.4
2019,2,Affoltern,,,311.0,StGB,5,Total übrige Titel StGB,61,61,0,12229,5
2019,2,Affoltern,,,812.121,BetmG,801,Total Übertretungen,49,,,12229,4
2019,2,Affoltern,,,812.121,BetmG,802,Total leichte Fälle,27,,,12229,2.2
2019,2,Affoltern,,,812.121,BetmG,803,Total schwere Fälle,10,,,12229,0.8
2019,2,Affoltern,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,27,,,12229,2.2
2019,2,Affoltern,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,7,,,12229,0.6
2019,2,Affoltern,,,142.20,AIG,1423,Total Täuschung der Behörden,2,,,12229,0.2
2019,2,Affoltern,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,5,,,12229,0.4
2019,2,Affoltern,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,6,,,12229,0.5
2019,52,Bassersdorf,,,311.0,StGB,1,Total gegen Leib und Leben,35,34,1,11687,3
2019,52,Bassersdorf,,,311.0,StGB,2,Total gegen das Vermögen,245,226,19,11687,21
2019,52,Bassersdorf,,,311.0,StGB,3,Total gegen die Freiheit,54,54,0,11687,4.6
2019,52,Bassersdorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,9,9,0,11687,0.8
2019,52,Bassersdorf,,,311.0,StGB,5,Total übrige Titel StGB,26,26,0,11687,2.2
2019,52,Bassersdorf,,,812.121,BetmG,801,Total Übertretungen,20,,,11687,1.7
2019,52,Bassersdorf,,,812.121,BetmG,802,Total leichte Fälle,13,,,11687,1.1
2019,52,Bassersdorf,,,812.121,BetmG,803,Total schwere Fälle,15,,,11687,1.3
2019,52,Bassersdorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,15,,,11687,1.3
2019,52,Bassersdorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,8,,,11687,0.7
2019,52,Bassersdorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,11687,0
2019,52,Bassersdorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,3,,,11687,0.3
2019,52,Bassersdorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,0,,,11687,0
2019,53,Bülach,,,311.0,StGB,1,Total gegen Leib und Leben,83,81,2,20447,4.1
2019,53,Bülach,,,311.0,StGB,2,Total gegen das Vermögen,691,652,39,20447,33.8
2019,53,Bülach,,,311.0,StGB,3,Total gegen die Freiheit,150,149,1,20447,7.3
2019,53,Bülach,,,311.0,StGB,4,Total gegen sexuelle Integrität,23,23,0,20447,1.1
2019,53,Bülach,,,311.0,StGB,5,Total übrige Titel StGB,317,315,2,20447,15.5
2019,53,Bülach,,,812.121,BetmG,801,Total Übertretungen,102,,,20447,5
2019,53,Bülach,,,812.121,BetmG,802,Total leichte Fälle,46,,,20447,2.2
2019,53,Bülach,,,812.121,BetmG,803,Total schwere Fälle,10,,,20447,0.5
2019,53,Bülach,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,21,,,20447,1
2019,53,Bülach,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,10,,,20447,0.5
2019,53,Bülach,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,20447,0
2019,53,Bülach,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,6,,,20447,0.3
2019,53,Bülach,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,5,,,20447,0.2
2019,243,Dietikon,,,311.0,StGB,1,Total gegen Leib und Leben,127,119,8,27265,4.7
2019,243,Dietikon,,,311.0,StGB,2,Total gegen das Vermögen,1026,950,76,27265,37.6
2019,243,Dietikon,,,311.0,StGB,3,Total gegen die Freiheit,264,257,7,27265,9.7
2019,243,Dietikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,37,35,2,27265,1.4
2019,243,Dietikon,,,311.0,StGB,5,Total übrige Titel StGB,402,400,2,27265,14.7
2019,243,Dietikon,,,812.121,BetmG,801,Total Übertretungen,103,,,27265,3.8
2019,243,Dietikon,,,812.121,BetmG,802,Total leichte Fälle,44,,,27265,1.6
2019,243,Dietikon,,,812.121,BetmG,803,Total schwere Fälle,28,,,27265,1
2019,243,Dietikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,67,,,27265,2.5
2019,243,Dietikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,51,,,27265,1.9
2019,243,Dietikon,,,142.20,AIG,1423,Total Täuschung der Behörden,2,,,27265,0.1
2019,243,Dietikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,17,,,27265,0.6
2019,243,Dietikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,23,,,27265,0.8
2019,191,Dübendorf,,,311.0,StGB,1,Total gegen Leib und Leben,112,108,4,28678,3.9
2019,191,Dübendorf,,,311.0,StGB,2,Total gegen das Vermögen,917,862,55,28678,32
2019,191,Dübendorf,,,311.0,StGB,3,Total gegen die Freiheit,234,230,4,28678,8.2
2019,191,Dübendorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,30,29,1,28678,1
2019,191,Dübendorf,,,311.0,StGB,5,Total übrige Titel StGB,142,141,1,28678,5
2019,191,Dübendorf,,,812.121,BetmG,801,Total Übertretungen,105,,,28678,3.7
2019,191,Dübendorf,,,812.121,BetmG,802,Total leichte Fälle,40,,,28678,1.4
2019,191,Dübendorf,,,812.121,BetmG,803,Total schwere Fälle,10,,,28678,0.3
2019,191,Dübendorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,27,,,28678,0.9
2019,191,Dübendorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,25,,,28678,0.9
2019,191,Dübendorf,,,142.20,AIG,1423,Total Täuschung der Behörden,6,,,28678,0.2
2019,191,Dübendorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,13,,,28678,0.5
2019,191,Dübendorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,7,,,28678,0.2
2019,115,Gossau,,,311.0,StGB,1,Total gegen Leib und Leben,13,12,1,10222,1.3
2019,115,Gossau,,,311.0,StGB,2,Total gegen das Vermögen,203,188,15,10222,19.9
2019,115,Gossau,,,311.0,StGB,3,Total gegen die Freiheit,39,37,2,10222,3.8
2019,115,Gossau,,,311.0,StGB,4,Total gegen sexuelle Integrität,9,8,1,10222,0.9
2019,115,Gossau,,,311.0,StGB,5,Total übrige Titel StGB,57,56,1,10222,5.6
2019,115,Gossau,,,812.121,BetmG,801,Total Übertretungen,28,,,10222,2.7
2019,115,Gossau,,,812.121,BetmG,802,Total leichte Fälle,15,,,10222,1.5
2019,115,Gossau,,,812.121,BetmG,803,Total schwere Fälle,5,,,10222,0.5
2019,115,Gossau,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,0,,,10222,0
2019,115,Gossau,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,2,,,10222,0.2
2019,115,Gossau,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,10222,0
2019,115,Gossau,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,10222,0
2019,115,Gossau,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,0,,,10222,0
2019,117,Hinwil,,,311.0,StGB,1,Total gegen Leib und Leben,22,20,2,11138,2
2019,117,Hinwil,,,311.0,StGB,2,Total gegen das Vermögen,236,219,17,11138,21.2
2019,117,Hinwil,,,311.0,StGB,3,Total gegen die Freiheit,61,61,0,11138,5.5
2019,117,Hinwil,,,311.0,StGB,4,Total gegen sexuelle Integrität,9,9,0,11138,0.8
2019,117,Hinwil,,,311.0,StGB,5,Total übrige Titel StGB,110,110,0,11138,9.9
2019,117,Hinwil,,,812.121,BetmG,801,Total Übertretungen,24,,,11138,2.2
2019,117,Hinwil,,,812.121,BetmG,802,Total leichte Fälle,6,,,11138,0.5
2019,117,Hinwil,,,812.121,BetmG,803,Total schwere Fälle,4,,,11138,0.4
2019,117,Hinwil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,17,,,11138,1.5
2019,117,Hinwil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,17,,,11138,1.5
2019,117,Hinwil,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,11138,0.1
2019,117,Hinwil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,4,,,11138,0.4
2019,117,Hinwil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,2,,,11138,0.2
2019,295,Horgen,,,311.0,StGB,1,Total gegen Leib und Leben,70,70,0,22665,3.1
2019,295,Horgen,,,311.0,StGB,2,Total gegen das Vermögen,434,399,35,22665,19.1
2019,295,Horgen,,,311.0,StGB,3,Total gegen die Freiheit,109,108,1,22665,4.8
2019,295,Horgen,,,311.0,StGB,4,Total gegen sexuelle Integrität,20,20,0,22665,0.9
2019,295,Horgen,,,311.0,StGB,5,Total übrige Titel StGB,76,76,0,22665,3.4
2019,295,Horgen,,,812.121,BetmG,801,Total Übertretungen,76,,,22665,3.4
2019,295,Horgen,,,812.121,BetmG,802,Total leichte Fälle,55,,,22665,2.4
2019,295,Horgen,,,812.121,BetmG,803,Total schwere Fälle,16,,,22665,0.7
2019,295,Horgen,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,27,,,22665,1.2
2019,295,Horgen,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,25,,,22665,1.1
2019,295,Horgen,,,142.20,AIG,1423,Total Täuschung der Behörden,2,,,22665,0.1
2019,295,Horgen,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,10,,,22665,0.4
2019,295,Horgen,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,4,,,22665,0.2
2019,296,Illnau-Effretikon,,,311.0,StGB,1,Total gegen Leib und Leben,57,54,3,17068,3.3
2019,296,Illnau-Effretikon,,,311.0,StGB,2,Total gegen das Vermögen,385,360,25,17068,22.6
2019,296,Illnau-Effretikon,,,311.0,StGB,3,Total gegen die Freiheit,96,95,1,17068,5.6
2019,296,Illnau-Effretikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,27,26,1,17068,1.6
2019,296,Illnau-Effretikon,,,311.0,StGB,5,Total übrige Titel StGB,68,66,2,17068,4
2019,296,Illnau-Effretikon,,,812.121,BetmG,801,Total Übertretungen,57,,,17068,3.3
2019,296,Illnau-Effretikon,,,812.121,BetmG,802,Total leichte Fälle,20,,,17068,1.2
2019,296,Illnau-Effretikon,,,812.121,BetmG,803,Total schwere Fälle,2,,,17068,0.1
2019,296,Illnau-Effretikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,15,,,17068,0.9
2019,296,Illnau-Effretikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,14,,,17068,0.8
2019,296,Illnau-Effretikon,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,17068,0
2019,296,Illnau-Effretikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,17068,0
2019,296,Illnau-Effretikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,0,,,17068,0
2019,62,Kloten,,,311.0,StGB,1,Total gegen Leib und Leben,142,133,9,19679,7.2
2019,62,Kloten,,,311.0,StGB,2,Total gegen das Vermögen,1357,1320,37,19679,69
2019,62,Kloten,,,311.0,StGB,3,Total gegen die Freiheit,237,234,3,19679,12
2019,62,Kloten,,,311.0,StGB,4,Total gegen sexuelle Integrität,42,39,3,19679,2.1
2019,62,Kloten,,,311.0,StGB,5,Total übrige Titel StGB,737,730,7,19679,37.5
2019,62,Kloten,,,812.121,BetmG,801,Total Übertretungen,198,,,19679,10.1
2019,62,Kloten,,,812.121,BetmG,802,Total leichte Fälle,648,,,19679,32.9
2019,62,Kloten,,,812.121,BetmG,803,Total schwere Fälle,127,,,19679,6.5
2019,62,Kloten,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,2353,,,19679,119.6
2019,62,Kloten,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,22,,,19679,1.1
2019,62,Kloten,,,142.20,AIG,1423,Total Täuschung der Behörden,2,,,19679,0.1
2019,62,Kloten,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,37,,,19679,1.9
2019,62,Kloten,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,32,,,19679,1.6
2019,154,Küsnacht,,,311.0,StGB,1,Total gegen Leib und Leben,18,17,1,14397,1.3
2019,154,Küsnacht,,,311.0,StGB,2,Total gegen das Vermögen,259,242,17,14397,18
2019,154,Küsnacht,,,311.0,StGB,3,Total gegen die Freiheit,68,68,0,14397,4.7
2019,154,Küsnacht,,,311.0,StGB,4,Total gegen sexuelle Integrität,8,8,0,14397,0.6
2019,154,Küsnacht,,,311.0,StGB,5,Total übrige Titel StGB,46,45,1,14397,3.2
2019,154,Küsnacht,,,812.121,BetmG,801,Total Übertretungen,11,,,14397,0.8
2019,154,Küsnacht,,,812.121,BetmG,802,Total leichte Fälle,2,,,14397,0.1
2019,154,Küsnacht,,,812.121,BetmG,803,Total schwere Fälle,0,,,14397,0
2019,154,Küsnacht,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,7,,,14397,0.5
2019,154,Küsnacht,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,10,,,14397,0.7
2019,154,Küsnacht,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,14397,0
2019,154,Küsnacht,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,14397,0
2019,154,Küsnacht,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,2,,,14397,0.1
2019,195,Maur,,,311.0,StGB,1,Total gegen Leib und Leben,28,27,1,10215,2.7
2019,195,Maur,,,311.0,StGB,2,Total gegen das Vermögen,155,143,12,10215,15.2
2019,195,Maur,,,311.0,StGB,3,Total gegen die Freiheit,53,52,1,10215,5.2
2019,195,Maur,,,311.0,StGB,4,Total gegen sexuelle Integrität,8,7,1,10215,0.8
2019,195,Maur,,,311.0,StGB,5,Total übrige Titel StGB,28,28,0,10215,2.7
2019,195,Maur,,,812.121,BetmG,801,Total Übertretungen,12,,,10215,1.2
2019,195,Maur,,,812.121,BetmG,802,Total leichte Fälle,4,,,10215,0.4
2019,195,Maur,,,812.121,BetmG,803,Total schwere Fälle,0,,,10215,0
2019,195,Maur,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1,,,10215,0.1
2019,195,Maur,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,0,,,10215,0
2019,195,Maur,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,10215,0
2019,195,Maur,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,10215,0
2019,195,Maur,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,10215,0.1
2019,156,Meilen,,,311.0,StGB,1,Total gegen Leib und Leben,28,26,2,14220,2
2019,156,Meilen,,,311.0,StGB,2,Total gegen das Vermögen,336,299,37,14220,23.6
2019,156,Meilen,,,311.0,StGB,3,Total gegen die Freiheit,98,98,0,14220,6.9
2019,156,Meilen,,,311.0,StGB,4,Total gegen sexuelle Integrität,13,13,0,14220,0.9
2019,156,Meilen,,,311.0,StGB,5,Total übrige Titel StGB,31,31,0,14220,2.2
2019,156,Meilen,,,812.121,BetmG,801,Total Übertretungen,37,,,14220,2.6
2019,156,Meilen,,,812.121,BetmG,802,Total leichte Fälle,20,,,14220,1.4
2019,156,Meilen,,,812.121,BetmG,803,Total schwere Fälle,3,,,14220,0.2
2019,156,Meilen,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,4,,,14220,0.3
2019,156,Meilen,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,5,,,14220,0.4
2019,156,Meilen,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,14220,0
2019,156,Meilen,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,14220,0.1
2019,156,Meilen,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,14220,0.1
2019,155,Männedorf,,,311.0,StGB,1,Total gegen Leib und Leben,21,21,0,11243,1.9
2019,155,Männedorf,,,311.0,StGB,2,Total gegen das Vermögen,221,211,10,11243,19.7
2019,155,Männedorf,,,311.0,StGB,3,Total gegen die Freiheit,64,64,0,11243,5.7
2019,155,Männedorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,5,4,1,11243,0.4
2019,155,Männedorf,,,311.0,StGB,5,Total übrige Titel StGB,39,39,0,11243,3.5
2019,155,Männedorf,,,812.121,BetmG,801,Total Übertretungen,14,,,11243,1.2
2019,155,Männedorf,,,812.121,BetmG,802,Total leichte Fälle,2,,,11243,0.2
2019,155,Männedorf,,,812.121,BetmG,803,Total schwere Fälle,0,,,11243,0
2019,155,Männedorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,0,,,11243,0
2019,155,Männedorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,2,,,11243,0.2
2019,155,Männedorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,11243,0
2019,155,Männedorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,11243,0
2019,155,Männedorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,11243,0.1
2019,66,Opfikon,,,311.0,StGB,1,Total gegen Leib und Leben,109,104,5,20361,5.4
2019,66,Opfikon,,,311.0,StGB,2,Total gegen das Vermögen,930,808,122,20361,45.7
2019,66,Opfikon,,,311.0,StGB,3,Total gegen die Freiheit,259,256,3,20361,12.7
2019,66,Opfikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,23,23,0,20361,1.1
2019,66,Opfikon,,,311.0,StGB,5,Total übrige Titel StGB,118,118,0,20361,5.8
2019,66,Opfikon,,,812.121,BetmG,801,Total Übertretungen,140,,,20361,6.9
2019,66,Opfikon,,,812.121,BetmG,802,Total leichte Fälle,60,,,20361,2.9
2019,66,Opfikon,,,812.121,BetmG,803,Total schwere Fälle,45,,,20361,2.2
2019,66,Opfikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,86,,,20361,4.2
2019,66,Opfikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,48,,,20361,2.4
2019,66,Opfikon,,,142.20,AIG,1423,Total Täuschung der Behörden,7,,,20361,0.3
2019,66,Opfikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,5,,,20361,0.2
2019,66,Opfikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,18,,,20361,0.9
2019,177,Pfäffikon,,,311.0,StGB,1,Total gegen Leib und Leben,31,29,2,11935,2.6
2019,177,Pfäffikon,,,311.0,StGB,2,Total gegen das Vermögen,242,220,22,11935,20.3
2019,177,Pfäffikon,,,311.0,StGB,3,Total gegen die Freiheit,43,42,1,11935,3.6
2019,177,Pfäffikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,8,8,0,11935,0.7
2019,177,Pfäffikon,,,311.0,StGB,5,Total übrige Titel StGB,43,42,1,11935,3.6
2019,177,Pfäffikon,,,812.121,BetmG,801,Total Übertretungen,48,,,11935,4
2019,177,Pfäffikon,,,812.121,BetmG,802,Total leichte Fälle,30,,,11935,2.5
2019,177,Pfäffikon,,,812.121,BetmG,803,Total schwere Fälle,4,,,11935,0.3
2019,177,Pfäffikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,15,,,11935,1.3
2019,177,Pfäffikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,13,,,11935,1.1
2019,177,Pfäffikon,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,11935,0
2019,177,Pfäffikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,6,,,11935,0.5
2019,177,Pfäffikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,4,,,11935,0.3
2019,96,Regensdorf,,,311.0,StGB,1,Total gegen Leib und Leben,98,95,3,18457,5.3
2019,96,Regensdorf,,,311.0,StGB,2,Total gegen das Vermögen,631,583,48,18457,34.2
2019,96,Regensdorf,,,311.0,StGB,3,Total gegen die Freiheit,137,137,0,18457,7.4
2019,96,Regensdorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,15,15,0,18457,0.8
2019,96,Regensdorf,,,311.0,StGB,5,Total übrige Titel StGB,102,99,3,18457,5.5
2019,96,Regensdorf,,,812.121,BetmG,801,Total Übertretungen,33,,,18457,1.8
2019,96,Regensdorf,,,812.121,BetmG,802,Total leichte Fälle,28,,,18457,1.5
2019,96,Regensdorf,,,812.121,BetmG,803,Total schwere Fälle,6,,,18457,0.3
2019,96,Regensdorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,16,,,18457,0.9
2019,96,Regensdorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,21,,,18457,1.1
2019,96,Regensdorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,18457,0
2019,96,Regensdorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,10,,,18457,0.5
2019,96,Regensdorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,3,,,18457,0.2
2019,138,Richterswil,,,311.0,StGB,1,Total gegen Leib und Leben,36,36,0,13513,2.7
2019,138,Richterswil,,,311.0,StGB,2,Total gegen das Vermögen,221,209,12,13513,16.4
2019,138,Richterswil,,,311.0,StGB,3,Total gegen die Freiheit,47,45,2,13513,3.5
2019,138,Richterswil,,,311.0,StGB,4,Total gegen sexuelle Integrität,12,12,0,13513,0.9
2019,138,Richterswil,,,311.0,StGB,5,Total übrige Titel StGB,24,24,0,13513,1.8
2019,138,Richterswil,,,812.121,BetmG,801,Total Übertretungen,20,,,13513,1.5
2019,138,Richterswil,,,812.121,BetmG,802,Total leichte Fälle,29,,,13513,2.1
2019,138,Richterswil,,,812.121,BetmG,803,Total schwere Fälle,2,,,13513,0.1
2019,138,Richterswil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,11,,,13513,0.8
2019,138,Richterswil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,6,,,13513,0.4
2019,138,Richterswil,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,13513,0
2019,138,Richterswil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,13513,0.1
2019,138,Richterswil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,13513,0.1
2019,118,Rüti,,,311.0,StGB,1,Total gegen Leib und Leben,63,63,0,12174,5.2
2019,118,Rüti,,,311.0,StGB,2,Total gegen das Vermögen,290,274,16,12174,23.8
2019,118,Rüti,,,311.0,StGB,3,Total gegen die Freiheit,79,79,0,12174,6.5
2019,118,Rüti,,,311.0,StGB,4,Total gegen sexuelle Integrität,17,17,0,12174,1.4
2019,118,Rüti,,,311.0,StGB,5,Total übrige Titel StGB,52,51,1,12174,4.3
2019,118,Rüti,,,812.121,BetmG,801,Total Übertretungen,112,,,12174,9.2
2019,118,Rüti,,,812.121,BetmG,802,Total leichte Fälle,38,,,12174,3.1
2019,118,Rüti,,,812.121,BetmG,803,Total schwere Fälle,3,,,12174,0.2
2019,118,Rüti,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,14,,,12174,1.1
2019,118,Rüti,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,16,,,12174,1.3
2019,118,Rüti,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,12174,0
2019,118,Rüti,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,12,,,12174,1
2019,118,Rüti,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,4,,,12174,0.3
2019,247,Schlieren,,,311.0,StGB,1,Total gegen Leib und Leben,88,87,1,18736,4.7
2019,247,Schlieren,,,311.0,StGB,2,Total gegen das Vermögen,892,751,141,18736,47.6
2019,247,Schlieren,,,311.0,StGB,3,Total gegen die Freiheit,309,303,6,18736,16.5
2019,247,Schlieren,,,311.0,StGB,4,Total gegen sexuelle Integrität,42,39,3,18736,2.2
2019,247,Schlieren,,,311.0,StGB,5,Total übrige Titel StGB,107,106,1,18736,5.7
2019,247,Schlieren,,,812.121,BetmG,801,Total Übertretungen,63,,,18736,3.4
2019,247,Schlieren,,,812.121,BetmG,802,Total leichte Fälle,44,,,18736,2.3
2019,247,Schlieren,,,812.121,BetmG,803,Total schwere Fälle,11,,,18736,0.6
2019,247,Schlieren,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,43,,,18736,2.3
2019,247,Schlieren,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,38,,,18736,2
2019,247,Schlieren,,,142.20,AIG,1423,Total Täuschung der Behörden,3,,,18736,0.2
2019,247,Schlieren,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,7,,,18736,0.4
2019,247,Schlieren,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,9,,,18736,0.5
2019,158,Stäfa,,,311.0,StGB,1,Total gegen Leib und Leben,17,17,0,14497,1.2
2019,158,Stäfa,,,311.0,StGB,2,Total gegen das Vermögen,205,191,14,14497,14.1
2019,158,Stäfa,,,311.0,StGB,3,Total gegen die Freiheit,37,37,0,14497,2.6
2019,158,Stäfa,,,311.0,StGB,4,Total gegen sexuelle Integrität,6,6,0,14497,0.4
2019,158,Stäfa,,,311.0,StGB,5,Total übrige Titel StGB,31,31,0,14497,2.1
2019,158,Stäfa,,,812.121,BetmG,801,Total Übertretungen,13,,,14497,0.9
2019,158,Stäfa,,,812.121,BetmG,802,Total leichte Fälle,2,,,14497,0.1
2019,158,Stäfa,,,812.121,BetmG,803,Total schwere Fälle,5,,,14497,0.3
2019,158,Stäfa,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,5,,,14497,0.3
