"Ausgangsjahr","Gemeinde_BFS_Nr","Gemeindename","Stadtkreis_BFS_Nr","Stadtkreis_Name","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Haupttitel","Haupttitel","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2013,195,Maur,,,311.0,StGB,5,Total übrige Titel StGB,12,12,0,9634,1.2
2013,195,Maur,,,812.121,BetmG,801,Total Übertretungen,10,,,9634,1
2013,195,Maur,,,812.121,BetmG,802,Total leichte Fälle,3,,,9634,0.3
2013,195,Maur,,,812.121,BetmG,803,Total schwere Fälle,4,,,9634,0.4
2013,195,Maur,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,11,,,9634,1.1
2013,195,Maur,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,0,,,9634,0
2013,195,Maur,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,9634,0
2013,195,Maur,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,9634,0
2013,195,Maur,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,5,,,9634,0.5
2013,156,Meilen,,,311.0,StGB,1,Total gegen Leib und Leben,16,14,2,12816,1.2
2013,156,Meilen,,,311.0,StGB,2,Total gegen das Vermögen,313,276,37,12816,24.4
2013,156,Meilen,,,311.0,StGB,3,Total gegen die Freiheit,98,94,4,12816,7.6
2013,156,Meilen,,,311.0,StGB,4,Total gegen sexuelle Integrität,7,5,2,12816,0.5
2013,156,Meilen,,,311.0,StGB,5,Total übrige Titel StGB,25,25,0,12816,2
2013,156,Meilen,,,812.121,BetmG,801,Total Übertretungen,19,,,12816,1.5
2013,156,Meilen,,,812.121,BetmG,802,Total leichte Fälle,12,,,12816,0.9
2013,156,Meilen,,,812.121,BetmG,803,Total schwere Fälle,0,,,12816,0
2013,156,Meilen,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,5,,,12816,0.4
2013,156,Meilen,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,7,,,12816,0.5
2013,156,Meilen,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,12816,0
2013,156,Meilen,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,12816,0
2013,156,Meilen,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,12816,0.1
2013,155,Männedorf,,,311.0,StGB,1,Total gegen Leib und Leben,35,35,0,10470,3.3
2013,155,Männedorf,,,311.0,StGB,2,Total gegen das Vermögen,201,176,25,10470,19.2
2013,155,Männedorf,,,311.0,StGB,3,Total gegen die Freiheit,48,47,1,10470,4.6
2013,155,Männedorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,6,6,0,10470,0.6
2013,155,Männedorf,,,311.0,StGB,5,Total übrige Titel StGB,22,22,0,10470,2.1
2013,155,Männedorf,,,812.121,BetmG,801,Total Übertretungen,30,,,10470,2.9
2013,155,Männedorf,,,812.121,BetmG,802,Total leichte Fälle,14,,,10470,1.3
2013,155,Männedorf,,,812.121,BetmG,803,Total schwere Fälle,4,,,10470,0.4
2013,155,Männedorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,4,,,10470,0.4
2013,155,Männedorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,0,,,10470,0
2013,155,Männedorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,10470,0
2013,155,Männedorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,10470,0
2013,155,Männedorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,10470,0.1
2013,66,Opfikon,,,311.0,StGB,1,Total gegen Leib und Leben,95,93,2,16116,5.9
2013,66,Opfikon,,,311.0,StGB,2,Total gegen das Vermögen,684,624,60,16116,42.4
2013,66,Opfikon,,,311.0,StGB,3,Total gegen die Freiheit,233,233,0,16116,14.5
2013,66,Opfikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,30,30,0,16116,1.9
2013,66,Opfikon,,,311.0,StGB,5,Total übrige Titel StGB,160,157,3,16116,9.9
2013,66,Opfikon,,,812.121,BetmG,801,Total Übertretungen,155,,,16116,9.6
2013,66,Opfikon,,,812.121,BetmG,802,Total leichte Fälle,61,,,16116,3.8
2013,66,Opfikon,,,812.121,BetmG,803,Total schwere Fälle,20,,,16116,1.2
2013,66,Opfikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115,,,16116,7.1
2013,66,Opfikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,34,,,16116,2.1
2013,66,Opfikon,,,142.20,AIG,1423,Total Täuschung der Behörden,3,,,16116,0.2
2013,66,Opfikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,9,,,16116,0.6
2013,66,Opfikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,32,,,16116,2
2013,177,Pfäffikon,,,311.0,StGB,1,Total gegen Leib und Leben,24,24,0,11027,2.2
2013,177,Pfäffikon,,,311.0,StGB,2,Total gegen das Vermögen,305,289,16,11027,27.7
2013,177,Pfäffikon,,,311.0,StGB,3,Total gegen die Freiheit,77,77,0,11027,7
2013,177,Pfäffikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,9,9,0,11027,0.8
2013,177,Pfäffikon,,,311.0,StGB,5,Total übrige Titel StGB,53,51,2,11027,4.8
2013,177,Pfäffikon,,,812.121,BetmG,801,Total Übertretungen,63,,,11027,5.7
2013,177,Pfäffikon,,,812.121,BetmG,802,Total leichte Fälle,8,,,11027,0.7
2013,177,Pfäffikon,,,812.121,BetmG,803,Total schwere Fälle,0,,,11027,0
2013,177,Pfäffikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,15,,,11027,1.4
2013,177,Pfäffikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,2,,,11027,0.2
2013,177,Pfäffikon,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,11027,0
2013,177,Pfäffikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,4,,,11027,0.4
2013,177,Pfäffikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,3,,,11027,0.3
2013,96,Regensdorf,,,311.0,StGB,1,Total gegen Leib und Leben,50,50,0,16975,2.9
2013,96,Regensdorf,,,311.0,StGB,2,Total gegen das Vermögen,820,729,91,16975,48.3
2013,96,Regensdorf,,,311.0,StGB,3,Total gegen die Freiheit,237,236,1,16975,14
2013,96,Regensdorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,20,20,0,16975,1.2
2013,96,Regensdorf,,,311.0,StGB,5,Total übrige Titel StGB,85,82,3,16975,5
2013,96,Regensdorf,,,812.121,BetmG,801,Total Übertretungen,102,,,16975,6
2013,96,Regensdorf,,,812.121,BetmG,802,Total leichte Fälle,55,,,16975,3.2
2013,96,Regensdorf,,,812.121,BetmG,803,Total schwere Fälle,14,,,16975,0.8
2013,96,Regensdorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,35,,,16975,2.1
2013,96,Regensdorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,22,,,16975,1.3
2013,96,Regensdorf,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,16975,0.1
2013,96,Regensdorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,6,,,16975,0.4
2013,96,Regensdorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,8,,,16975,0.5
2013,138,Richterswil,,,311.0,StGB,1,Total gegen Leib und Leben,24,24,0,12832,1.9
2013,138,Richterswil,,,311.0,StGB,2,Total gegen das Vermögen,279,260,19,12832,21.7
2013,138,Richterswil,,,311.0,StGB,3,Total gegen die Freiheit,61,59,2,12832,4.8
2013,138,Richterswil,,,311.0,StGB,4,Total gegen sexuelle Integrität,15,13,2,12832,1.2
2013,138,Richterswil,,,311.0,StGB,5,Total übrige Titel StGB,25,25,0,12832,1.9
2013,138,Richterswil,,,812.121,BetmG,801,Total Übertretungen,44,,,12832,3.4
2013,138,Richterswil,,,812.121,BetmG,802,Total leichte Fälle,15,,,12832,1.2
2013,138,Richterswil,,,812.121,BetmG,803,Total schwere Fälle,0,,,12832,0
2013,138,Richterswil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,17,,,12832,1.3
2013,138,Richterswil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,3,,,12832,0.2
2013,138,Richterswil,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,12832,0
2013,138,Richterswil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,2,,,12832,0.2
2013,138,Richterswil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,12832,0.1
2013,118,Rüti,,,311.0,StGB,1,Total gegen Leib und Leben,62,62,0,11968,5.2
2013,118,Rüti,,,311.0,StGB,2,Total gegen das Vermögen,359,337,22,11968,30
2013,118,Rüti,,,311.0,StGB,3,Total gegen die Freiheit,79,77,2,11968,6.6
2013,118,Rüti,,,311.0,StGB,4,Total gegen sexuelle Integrität,3,3,0,11968,0.3
2013,118,Rüti,,,311.0,StGB,5,Total übrige Titel StGB,55,53,2,11968,4.6
2013,118,Rüti,,,812.121,BetmG,801,Total Übertretungen,119,,,11968,9.9
2013,118,Rüti,,,812.121,BetmG,802,Total leichte Fälle,26,,,11968,2.2
2013,118,Rüti,,,812.121,BetmG,803,Total schwere Fälle,4,,,11968,0.3
2013,118,Rüti,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,28,,,11968,2.3
2013,118,Rüti,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,7,,,11968,0.6
2013,118,Rüti,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,11968,0
2013,118,Rüti,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,2,,,11968,0.2
2013,118,Rüti,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,5,,,11968,0.4
2013,247,Schlieren,,,311.0,StGB,1,Total gegen Leib und Leben,68,67,1,17199,4
2013,247,Schlieren,,,311.0,StGB,2,Total gegen das Vermögen,1026,918,108,17199,59.7
2013,247,Schlieren,,,311.0,StGB,3,Total gegen die Freiheit,282,281,1,17199,16.4
2013,247,Schlieren,,,311.0,StGB,4,Total gegen sexuelle Integrität,10,10,0,17199,0.6
2013,247,Schlieren,,,311.0,StGB,5,Total übrige Titel StGB,67,66,1,17199,3.9
2013,247,Schlieren,,,812.121,BetmG,801,Total Übertretungen,70,,,17199,4.1
2013,247,Schlieren,,,812.121,BetmG,802,Total leichte Fälle,39,,,17199,2.3
2013,247,Schlieren,,,812.121,BetmG,803,Total schwere Fälle,19,,,17199,1.1
2013,247,Schlieren,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,39,,,17199,2.3
2013,247,Schlieren,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,27,,,17199,1.6
2013,247,Schlieren,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,17199,0
2013,247,Schlieren,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,7,,,17199,0.4
2013,247,Schlieren,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,17,,,17199,1
2013,158,Stäfa,,,311.0,StGB,1,Total gegen Leib und Leben,21,20,1,13876,1.5
2013,158,Stäfa,,,311.0,StGB,2,Total gegen das Vermögen,330,296,34,13876,23.8
2013,158,Stäfa,,,311.0,StGB,3,Total gegen die Freiheit,99,98,1,13876,7.1
2013,158,Stäfa,,,311.0,StGB,4,Total gegen sexuelle Integrität,2,2,0,13876,0.1
2013,158,Stäfa,,,311.0,StGB,5,Total übrige Titel StGB,33,33,0,13876,2.4
2013,158,Stäfa,,,812.121,BetmG,801,Total Übertretungen,41,,,13876,3
2013,158,Stäfa,,,812.121,BetmG,802,Total leichte Fälle,18,,,13876,1.3
2013,158,Stäfa,,,812.121,BetmG,803,Total schwere Fälle,0,,,13876,0
2013,158,Stäfa,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,11,,,13876,0.8
2013,158,Stäfa,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,5,,,13876,0.4
2013,158,Stäfa,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,13876,0
2013,158,Stäfa,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,13876,0.1
2013,158,Stäfa,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,0,,,13876,0
2013,141,Thalwil,,,311.0,StGB,1,Total gegen Leib und Leben,39,38,1,17340,2.2
2013,141,Thalwil,,,311.0,StGB,2,Total gegen das Vermögen,575,518,57,17340,33.2
2013,141,Thalwil,,,311.0,StGB,3,Total gegen die Freiheit,158,156,2,17340,9.1
2013,141,Thalwil,,,311.0,StGB,4,Total gegen sexuelle Integrität,9,9,0,17340,0.5
2013,141,Thalwil,,,311.0,StGB,5,Total übrige Titel StGB,39,39,0,17340,2.2
2013,141,Thalwil,,,812.121,BetmG,801,Total Übertretungen,36,,,17340,2.1
2013,141,Thalwil,,,812.121,BetmG,802,Total leichte Fälle,21,,,17340,1.2
2013,141,Thalwil,,,812.121,BetmG,803,Total schwere Fälle,1,,,17340,0.1
2013,141,Thalwil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,18,,,17340,1
2013,141,Thalwil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,5,,,17340,0.3
2013,141,Thalwil,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,17340,0
2013,141,Thalwil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,17340,0
2013,141,Thalwil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,3,,,17340,0.2
2013,250,Urdorf,,,311.0,StGB,1,Total gegen Leib und Leben,27,26,1,9471,2.9
2013,250,Urdorf,,,311.0,StGB,2,Total gegen das Vermögen,365,333,32,9471,38.5
2013,250,Urdorf,,,311.0,StGB,3,Total gegen die Freiheit,119,119,0,9471,12.6
2013,250,Urdorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,5,3,2,9471,0.5
2013,250,Urdorf,,,311.0,StGB,5,Total übrige Titel StGB,39,39,0,9471,4.1
2013,250,Urdorf,,,812.121,BetmG,801,Total Übertretungen,35,,,9471,3.7
2013,250,Urdorf,,,812.121,BetmG,802,Total leichte Fälle,16,,,9471,1.7
2013,250,Urdorf,,,812.121,BetmG,803,Total schwere Fälle,8,,,9471,0.8
2013,250,Urdorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,31,,,9471,3.3
2013,250,Urdorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1,,,9471,0.1
2013,250,Urdorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,9471,0
2013,250,Urdorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,3,,,9471,0.3
2013,250,Urdorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,16,,,9471,1.7
2013,198,Uster,,,311.0,StGB,1,Total gegen Leib und Leben,85,84,1,32748,2.6
2013,198,Uster,,,311.0,StGB,2,Total gegen das Vermögen,1245,1160,85,32748,38
2013,198,Uster,,,311.0,StGB,3,Total gegen die Freiheit,246,244,2,32748,7.5
2013,198,Uster,,,311.0,StGB,4,Total gegen sexuelle Integrität,12,12,0,32748,0.4
2013,198,Uster,,,311.0,StGB,5,Total übrige Titel StGB,95,94,1,32748,2.9
2013,198,Uster,,,812.121,BetmG,801,Total Übertretungen,265,,,32748,8.1
2013,198,Uster,,,812.121,BetmG,802,Total leichte Fälle,135,,,32748,4.1
2013,198,Uster,,,812.121,BetmG,803,Total schwere Fälle,1,,,32748,0
2013,198,Uster,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,122,,,32748,3.7
2013,198,Uster,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,13,,,32748,0.4
2013,198,Uster,,,142.20,AIG,1423,Total Täuschung der Behörden,3,,,32748,0.1
2013,198,Uster,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,5,,,32748,0.2
2013,198,Uster,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,44,,,32748,1.3
2013,199,Volketswil,,,311.0,StGB,1,Total gegen Leib und Leben,54,52,2,17768,3
2013,199,Volketswil,,,311.0,StGB,2,Total gegen das Vermögen,761,691,70,17768,42.8
2013,199,Volketswil,,,311.0,StGB,3,Total gegen die Freiheit,159,157,2,17768,8.9
2013,199,Volketswil,,,311.0,StGB,4,Total gegen sexuelle Integrität,2,2,0,17768,0.1
2013,199,Volketswil,,,311.0,StGB,5,Total übrige Titel StGB,121,120,1,17768,6.8
2013,199,Volketswil,,,812.121,BetmG,801,Total Übertretungen,64,,,17768,3.6
2013,199,Volketswil,,,812.121,BetmG,802,Total leichte Fälle,32,,,17768,1.8
2013,199,Volketswil,,,812.121,BetmG,803,Total schwere Fälle,6,,,17768,0.3
2013,199,Volketswil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,61,,,17768,3.4
2013,199,Volketswil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,23,,,17768,1.3
2013,199,Volketswil,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,17768,0
2013,199,Volketswil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,5,,,17768,0.3
2013,199,Volketswil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,14,,,17768,0.8
2013,120,Wald,,,311.0,StGB,1,Total gegen Leib und Leben,15,15,0,9343,1.6
2013,120,Wald,,,311.0,StGB,2,Total gegen das Vermögen,166,158,8,9343,17.8
2013,120,Wald,,,311.0,StGB,3,Total gegen die Freiheit,35,33,2,9343,3.7
2013,120,Wald,,,311.0,StGB,4,Total gegen sexuelle Integrität,4,3,1,9343,0.4
2013,120,Wald,,,311.0,StGB,5,Total übrige Titel StGB,113,113,0,9343,12.1
2013,120,Wald,,,812.121,BetmG,801,Total Übertretungen,30,,,9343,3.2
2013,120,Wald,,,812.121,BetmG,802,Total leichte Fälle,22,,,9343,2.4
2013,120,Wald,,,812.121,BetmG,803,Total schwere Fälle,8,,,9343,0.9
2013,120,Wald,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,7,,,9343,0.7
2013,120,Wald,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,0,,,9343,0
2013,120,Wald,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,9343,0
2013,120,Wald,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,9343,0.1
2013,120,Wald,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,2,,,9343,0.2
2013,69,Wallisellen,,,311.0,StGB,1,Total gegen Leib und Leben,58,57,1,14188,4.1
2013,69,Wallisellen,,,311.0,StGB,2,Total gegen das Vermögen,1044,959,85,14188,73.6
2013,69,Wallisellen,,,311.0,StGB,3,Total gegen die Freiheit,194,193,1,14188,13.7
2013,69,Wallisellen,,,311.0,StGB,4,Total gegen sexuelle Integrität,10,10,0,14188,0.7
2013,69,Wallisellen,,,311.0,StGB,5,Total übrige Titel StGB,135,135,0,14188,9.5
2013,69,Wallisellen,,,812.121,BetmG,801,Total Übertretungen,48,,,14188,3.4
2013,69,Wallisellen,,,812.121,BetmG,802,Total leichte Fälle,32,,,14188,2.3
2013,69,Wallisellen,,,812.121,BetmG,803,Total schwere Fälle,10,,,14188,0.7
2013,69,Wallisellen,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,49,,,14188,3.5
2013,69,Wallisellen,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,11,,,14188,0.8
2013,69,Wallisellen,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,14188,0
2013,69,Wallisellen,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,2,,,14188,0.1
2013,69,Wallisellen,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,11,,,14188,0.8
2013,121,Wetzikon,,,311.0,StGB,1,Total gegen Leib und Leben,113,110,3,23274,4.9
2013,121,Wetzikon,,,311.0,StGB,2,Total gegen das Vermögen,802,744,58,23274,34.5
2013,121,Wetzikon,,,311.0,StGB,3,Total gegen die Freiheit,202,196,6,23274,8.7
2013,121,Wetzikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,19,18,1,23274,0.8
2013,121,Wetzikon,,,311.0,StGB,5,Total übrige Titel StGB,109,108,1,23274,4.7
2013,121,Wetzikon,,,812.121,BetmG,801,Total Übertretungen,236,,,23274,10.1
2013,121,Wetzikon,,,812.121,BetmG,802,Total leichte Fälle,72,,,23274,3.1
2013,121,Wetzikon,,,812.121,BetmG,803,Total schwere Fälle,13,,,23274,0.6
2013,121,Wetzikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,55,,,23274,2.4
2013,121,Wetzikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,20,,,23274,0.9
2013,121,Wetzikon,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,23274,0
2013,121,Wetzikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,2,,,23274,0.1
2013,121,Wetzikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,16,,,23274,0.7
2013,230,Winterthur,,,311.0,StGB,1,Total gegen Leib und Leben,428,418,10,104468,4.1
2013,230,Winterthur,,,311.0,StGB,2,Total gegen das Vermögen,6321,5931,390,104468,60.5
2013,230,Winterthur,,,311.0,StGB,3,Total gegen die Freiheit,1182,1167,15,104468,11.3
2013,230,Winterthur,,,311.0,StGB,4,Total gegen sexuelle Integrität,146,142,4,104468,1.4
2013,230,Winterthur,,,311.0,StGB,5,Total übrige Titel StGB,478,464,14,104468,4.6
2013,230,Winterthur,,,812.121,BetmG,801,Total Übertretungen,1895,,,104468,18.1
2013,230,Winterthur,,,812.121,BetmG,802,Total leichte Fälle,403,,,104468,3.9
2013,230,Winterthur,,,812.121,BetmG,803,Total schwere Fälle,69,,,104468,0.7
2013,230,Winterthur,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,365,,,104468,3.5
2013,230,Winterthur,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,40,,,104468,0.4
2013,230,Winterthur,,,142.20,AIG,1423,Total Täuschung der Behörden,8,,,104468,0.1
2013,230,Winterthur,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,17,,,104468,0.2
2013,230,Winterthur,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,91,,,104468,0.9
2013,293,Wädenswil,,,311.0,StGB,1,Total gegen Leib und Leben,57,56,1,23760,2.4
2013,293,Wädenswil,,,311.0,StGB,2,Total gegen das Vermögen,744,677,67,23760,31.3
2013,293,Wädenswil,,,311.0,StGB,3,Total gegen die Freiheit,153,153,0,23760,6.4
2013,293,Wädenswil,,,311.0,StGB,4,Total gegen sexuelle Integrität,17,17,0,23760,0.7
2013,293,Wädenswil,,,311.0,StGB,5,Total übrige Titel StGB,67,63,4,23760,2.8
2013,293,Wädenswil,,,812.121,BetmG,801,Total Übertretungen,98,,,23760,4.1
2013,293,Wädenswil,,,812.121,BetmG,802,Total leichte Fälle,26,,,23760,1.1
2013,293,Wädenswil,,,812.121,BetmG,803,Total schwere Fälle,25,,,23760,1.1
2013,293,Wädenswil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,19,,,23760,0.8
2013,293,Wädenswil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,5,,,23760,0.2
2013,293,Wädenswil,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,23760,0
2013,293,Wädenswil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,23760,0
2013,293,Wädenswil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,4,,,23760,0.2
2013,161,Zollikon,,,311.0,StGB,1,Total gegen Leib und Leben,13,13,0,12163,1.1
2013,161,Zollikon,,,311.0,StGB,2,Total gegen das Vermögen,373,335,38,12163,30.7
2013,161,Zollikon,,,311.0,StGB,3,Total gegen die Freiheit,112,111,1,12163,9.2
2013,161,Zollikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,3,3,0,12163,0.2
2013,161,Zollikon,,,311.0,StGB,5,Total übrige Titel StGB,24,23,1,12163,2
2013,161,Zollikon,,,812.121,BetmG,801,Total Übertretungen,30,,,12163,2.5
2013,161,Zollikon,,,812.121,BetmG,802,Total leichte Fälle,6,,,12163,0.5
2013,161,Zollikon,,,812.121,BetmG,803,Total schwere Fälle,0,,,12163,0
2013,161,Zollikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,7,,,12163,0.6
2013,161,Zollikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,4,,,12163,0.3
2013,161,Zollikon,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,12163,0
2013,161,Zollikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,12163,0.1
2013,161,Zollikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,0,,,12163,0
2013,261,Zürich,2610001,Kreis 1,311.0,StGB,1,Total gegen Leib und Leben,584,578,6,5057,115.5
2013,261,Zürich,2610001,Kreis 1,311.0,StGB,2,Total gegen das Vermögen,10104,9832,272,5057,1998
2013,261,Zürich,2610001,Kreis 1,311.0,StGB,3,Total gegen die Freiheit,564,555,9,5057,111.5
2013,261,Zürich,2610001,Kreis 1,311.0,StGB,4,Total gegen sexuelle Integrität,65,62,3,5057,12.9
2013,261,Zürich,2610001,Kreis 1,311.0,StGB,5,Total übrige Titel StGB,678,669,9,5057,134.1
2013,261,Zürich,2610001,Kreis 1,812.121,BetmG,801,Total Übertretungen,1819,,,5057,359.7
2013,261,Zürich,2610001,Kreis 1,812.121,BetmG,802,Total leichte Fälle,315,,,5057,62.3
2013,261,Zürich,2610001,Kreis 1,812.121,BetmG,803,Total schwere Fälle,27,,,5057,5.3
2013,261,Zürich,2610001,Kreis 1,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,882,,,5057,174.4
2013,261,Zürich,2610001,Kreis 1,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,34,,,5057,6.7
2013,261,Zürich,2610001,Kreis 1,142.20,AIG,1423,Total Täuschung der Behörden,8,,,5057,1.6
