"StichtagDatJahr","QuarSort","QuarCd","QuarLang","DatenstandCd","AnzBestWir","AnzNat"
2023,82,"082","Mühlebach","D",6494,91
2023,83,"083","Weinegg","D",5589,96
2023,91,"091","Albisrieden","D",23526,117
2023,92,"092","Altstetten","D",36315,135
2023,101,"101","Höngg","D",24674,119
2023,102,"102","Wipkingen","D",16737,115
2023,111,"111","Affoltern","D",27165,122
2023,115,"115","Oerlikon","D",23959,133
2023,119,"119","Seebach","D",27677,132
2023,121,"121","Saatlen","D",8865,101
2023,122,"122","Schwamendingen-Mitte","D",11421,120
2023,123,"123","Hirzenbach","D",13251,122
